title	date	dept	dept_top
중장기 무역보험정책 추진방향	2017.07.06	산업통상자원부 무역투자실 수출입과	산업통상자원부
제품포장 자율평가시스템 구축·운영	2017.07.03	환경부 자원순환국 자원순환정책과	환경부
상주-영천 민자고속도로 개통	2017.06.26	국토교통부 도로국 도로투자지원과	국토교통부
주택시장의 안정적 관리를 위한 선별적·맞춤형 대응방안(6.19대책)	2017.06.19	국토교통부 주택토지실 주택정책과	국토교통부
제2차 국민영양관리기본계획(‘17~’21)	2017.06.15	보건복지부 건강정책국 건강증진과	보건복지부
일자리 창출과 민생안정을 위한 2017년 추가경정예산	2017.06.05	기획재정부 예산실 예산관리과	기획재정부
일자리 100일 플랜 13대 과제 발표	2017.06.01	기획재정부 경제정책국 종합정책과	기획재정부
2018~2022년 국민연금 중기자산배분(안)	2017.05.25	보건복지부 연금정책국 국민연금재정과	보건복지부
신항만건설기본계획	2017.05.16	해양수산부 항만국 항만개발과	해양수산부
내 계좌 한눈에 시스템 구축방안	2017.05.15	금융감독원 금융혁신국	금융감독원
철도안전 전문인력 양성계획	2017.05.08	국토교통부 철도국 철도안전정책과	국토교통부
사잇돌 대출 확대 방안	2017.05.07	금융위원회 중소서민금융정책관 중소금융과	금융위원회
대한민국명장 선정 및 운영체계 개편방안	2017.05.04	고용노동부 직업능력정책국 직업능력평가과	고용노동부
제3차 첨단의료복합단지 종합계획(2017~2019)	2017.05.04	보건복지부 보건산업정책국 보건산업진흥과	보건복지부
2017년 상호출자제한기업집단 지정	2017.05.02	공정거래위원회 경쟁정책국 기업집단정책과	공정거래위원회
2017 관세행정 수출지원 종합대책	2017.05.02	관세청	관세청
제4차 내수면어업 진흥 기본계획(2017~2021)	2017.05.02	해양수산부 수산정책실 양식산업과	해양수산부
항공교통 선진화 기본계획	2017.05.01	국토교통부 항공정책실 항공관제과	국토교통부
중소기업 수출 및 경영여건 개선을 위한 New Start Plan 2017	2017.04.27	관세청	관세청
수출시장 다변화 추진대책	2017.04.27	산업통상자원부 무역투자실 무역정책과	산업통상자원부
코넥스시장의 지속성장을 위한 제도개선 방안	2017.04.25	금융위원회 자본시장국 자본시장과	금융위원회
제1차 북한인권증진 기본계획(2017~2019)	2017.04.25	통일부 공동체기반조성국 북한인권과	통일부
제3차 핵융합에너지개발진흥기본계획(2017~2021)	2017.04.24	미래창조과학부 연구개발정책실 거대공공연구정책관 미래원자력팀	미래창조과학부
하도급지킴이 이용 활성화 계획	2017.04.21	조달청	조달청
이용자 편의를 위한 계좌통합관리서비스 2단계 확대 방안	2017.04.20	금융위원회 금융서비스국 은행과	금융위원회
건강한 창업생태계 조성 지원방안	2017.04.20	금융위원회 금융정책국 산업금융과	금융위원회
스마트 제조혁신 비전 2025	2017.04.20	산업통상자원부 산업정책실 기업협력과	산업통상자원부
2017년 제7차 경제관계장관회의	2017.04.19	기획재정부 정책조정국 정책조정총괄과	기획재정부
해외 우수인재 유치방안	2017.04.19	기획재정부 정책조정국 정책조정총괄과	기획재정부
2017 코리아세일페스타 추진계획	2017.04.19	산업통상자원부 산업기반실 유통물류과	산업통상자원부
4차 산업혁명시대의 항공산업 발전전략	2017.04.19	산업통상자원부 산업정책실 자동차항공과	산업통상자원부
4차 산업혁명시대의 항공산업 발전전략 ('17 항공산업 발전방안)	2017.04.19	산업통상자원부 산업정책실 자동차항공과	산업통상자원부
4차 산업혁명 대비 바이오헬스 산업 발전전략	2017.04.18	산업통상자원부 산업기반실 바이오나노과	산업통상자원부
지방자치단체 저출산 시책 지원방안	2017.04.15	행정자치부 지방행정실 자치행정과	행정자치부
신 기업 구조조정 방안	2017.04.13	금융위원회 금융정책국 금융정책과	금융위원회
제193차 대외경제장관회의 : 대미 경제, 통상협력 동향 및 향후 대응 방향	2017.04.13	기획재정부 대외경제국 대외경제총괄과	기획재정부
조류인플루엔자(AI)·구제역 방역 개선대책	2017.04.13	농림축산식품부 축산정책국 축산정책과	농림축산식품부
건강한 사람을 위한 보험료 할인특약 가입 활성화 방안	2017.04.12	금융감독원 보험감리실 보험상품감리1팀	금융감독원
개인형퇴직연금제도(IRP) 가입대상 확대	2017.04.11	고용노동부 노동정책실 퇴직연금복지과	고용노동부
한-EAEU 정부간 협의회 개최	2017.04.10	산업통상자원부 통상교섭실 FTA정책기획과	산업통상자원부
제3차 남극연구활동진흥 기본계획(2017~2021)	2017.04.10	해양수산부 해양정책실 해양개발과	해양수산부
제8차 농업기계화 기본계획(안) : 2017~2021	2017.04.06	농림축산식품부 식품산업정책실 농업생명정책관 농기자재정책팀	농림축산식품부
제1차 과학기술유공자 예우 및 지원계획(2017~2021)	2017.04.06	미래창조과학부 과학기술정책국 미래인재정책관 미래인재정책과	미래창조과학부
제1차 해양산업클러스터 기본계획(2017~2021)	2017.04.06	해양수산부 해운물류국 항만물류기획과	해양수산부
스타트업 투자 시장 활성화 방안	2017.04.05	미래창조과학부 창조경제기획국 창조융합기획과	미래창조과학부
온라인 채널 펀드판매 활성화 방안	2017.04.03	금융위원회 자본시장국 자산운용과	금융위원회
서민·취약계층 지원 확대방안	2017.04.02	금융위원회 중소서민금융정책관 서민금융과	금융위원회
2017년도 에너지기술개발 실행계획	2017.03.31	산업통상자원부 산업기반실 에너지기술과	산업통상자원부
시스템반도체 산업 경쟁력 강화 방안	2017.03.30	산업통상자원부 산업정책실 전자부품과	산업통상자원부
지반침하 대응 노후 하수관로 정비대책	2017.03.30	환경부 물환경정책국 생활하수과	환경부
'노인일자리 성장지원센터' 개소	2017.03.29	보건복지부 인구정책실 노인지원과	보건복지부
일하는 문화 개선 추진방안	2017.03.28	고용노동부 고용정책실 고용문화개선정책과	고용노동부
제4차 산업혁명 대비 국가기술자격 개편방안	2017.03.28	고용노동부 직업능력정책국 직업능력평가과	고용노동부
2017년도 조세지출 기본계획	2017.03.28	기획재정부 세제실 조세특례제도과	기획재정부
출연사업 사전적격성 심사 제도 도입	2017.03.27	기획재정부 재정관리국 재정관리총괄과	기획재정부
제192차 대외경제장관회의 : 최근 대미 통상현안 및 향후 대응방향	2017.03.24	기획재정부 대외경제국 대외경제총괄과	기획재정부
제2차 국가해사안전기본계획('17~'21년)	2017.03.24	해양수산부 해사안전국 해사안전정책과	해양수산부
관광객 감소로 어려움을 겪는 납세자에 대한 세정지원	2017.03.23	국세청	국세청
화학사고 지역대비체계 구축	2017.03.23	환경부 환경정책실 화학안전과	환경부
청년고용대책 점검 및 보완방안	2017.03.22	기획재정부 미래경제전략국 인력정책과	기획재정부
제5차 원자력연구개발 5개년 계획(2017~2021)	2017.03.22	미래창조과학부 연구개발정책실 거대공공연구정책관 원자력진흥정책과	미래창조과학부
제3차 국민체감 20대 금융관행 개혁 추진계획	2017.03.21	금융감독원 금융혁신국	금융감독원
「해양환경 보전 및 활용에 관한 법률」 제정('17.9.22시행)	2017.03.21	해양수산부 해양정책실 해양환경정책과	해양수산부
소비자 권익제고를 위한 변액보험 적합성 진단제도 개선	2017.03.20	금융감독원 보험감독국	금융감독원
한국형 금융규제 테스트베드 도입 방안	2017.03.20	금융위원회 금융정책국 금융정책과	금융위원회
제2금융권 건전성 관리 강화방안	2017.03.20	금융위원회 중소서민금융정책관 중소금융과	금융위원회
국채시장 발전포럼 및 우수 국고채전문딜러 시상식 & 국고채 발행제도 개선 방향 발표	2017.03.17	기획재정부 국고국 국채과	기획재정부
부담금 제도 개선 방안	2017.03.17	기획재정부 재정관리국 재정성과평가과	기획재정부
소공인 경쟁력 강화방안 : 제1차 도시형소공인 지원 종합계획	2017.03.15	중소기업청 소상공인정책과	중소기업청
2017년 경제교육 방향	2017.03.10	기획재정부 기획조정실 경제교육홍보팀	기획재정부
2주기 대학 구조개혁 기본계획	2017.03.09	교육부 대학정책실 대학평가과	교육부
2017년 주거종합계획	2017.03.08	국토교통부 주택토지실 주택정책과	국토교통부
금융공공기관 부실채권 관리 제도개선 방안	2017.03.06	금융위원회 중소서민금융정책관 중소금융과	금융위원회
제6차 기술이전 및 사업화 촉진계획	2017.03.04	산업통상자원부 산업기반실 산업기술정책관 산업기술시장과	산업통상자원부
제3차 이러닝산업 발전 및 이러닝 활용 촉진 기본계획	2017.03.02	산업통상자원부 산업기반실 디자인산업과	산업통상자원부
제4차 근로복지증진 기본계획: 2017~2021	2017.02.28	고용노동부 노동정책실 퇴직연금복지과	고용노동부
공공부문 용역 계약제도 개선방안	2017.02.28	기획재정부 국고국 계약제도과	기획재정부
단기금융시장에 관한 법률 제정	2017.02.27	금융위원회 금융정책국 금융시장분석과	금융위원회
유사투자자문업 제도개선 및 감독방안	2017.02.27	금융위원회 자본시장국 자산운용과	금융위원회
제11차 무역투자진흥회의 : 관광, 지역경제, 고령유망산업 분야 중심	2017.02.27	기획재정부 정책조정국 정책조정총괄과	기획재정부
지역경제, 생활밀착산업, 고령유망산업 중심 투자활성화 대책	2017.02.27	기획재정부 정책조정국 정책조정총괄과	기획재정부
중앙장애인권익옹호기관 개관	2017.02.27	보건복지부 장애인정책국 장애인권익지원과	보건복지부
2017년 수출플러스 전환을 위한 총력 대응방안	2017.02.27	산업통상자원부 무역투자실 무역정책과	산업통상자원부
친환경차 충전인프라 구축 방안	2017.02.24	국토교통부 도로국 도로운영과	국토교통부
일반철도 서비스 개선방안	2017.02.24	국토교통부 철도국 철도운영과	국토교통부
제191차 대외경제장관회의 : 최근 대외 불확실성 요인 점검 등 논의	2017.02.24	기획재정부 대외경제국 대외경제총괄과	기획재정부
아동복지시설 취약아동 보호 강화 방안	2017.02.24	보건복지부 인구정책실 아동복지정책과	보건복지부
