6.640012	5.701007	12.849549
8.296139	6.2672157	-2.0642092
2.716303	2.087699	0.8724479
6.234038	0.50118625	-0.5871045
6.204369	0.4978077	-0.56328046
6.5194	0.31654653	-0.61191314
6.5181265	0.31793952	-0.60599554
6.670915	5.7330923	12.819199
6.640671	5.7026215	12.847532
7.661242	6.9328513	9.815894
7.6810746	6.925742	9.841544
2.7075822	2.1019585	0.8757702
2.7195535	2.1191003	0.84672815
9.584315	-0.8235683	-0.4360887
9.592786	-0.8154999	-0.4165263
8.291911	6.27037	-2.0617497
8.497368	7.609492	5.5116096
5.406257	3.3903358	4.517709
4.5582256	5.63318	-2.5343692
4.5485196	5.6319385	-2.538013
9.072871	12.124388	6.176702
6.782373	1.5135479	6.1187677
8.517773	7.61273	5.5089536
9.015935	11.544086	6.405437
9.049892	11.493605	6.437383
5.4065647	3.3831584	4.5097632
9.094281	12.133471	6.176599
1.4546553	10.731055	6.655696
5.0708127	4.438241	16.671316
5.378228	3.392097	4.4860363
1.4596	10.735537	6.6602244
5.0882106	4.4562683	16.673126
6.7869596	1.5118333	6.116987
10.083445	3.8903234	-0.8710607
10.084483	3.8921661	-0.87189305
2.3813553	2.197737	1.0696508
2.3807354	2.1944096	1.0735846
2.3832536	2.1915228	1.0735233
3.021365	1.705648	1.3155099
3.424532	4.604283	11.50817
3.4521923	4.60578	11.492076
4.9660897	2.8785613	-0.7054486
4.9667563	2.8864455	-0.6922117
12.298397	7.2086143	10.206645
12.298139	7.2087855	10.2066965
9.071895	7.3383555	3.8606699
9.072184	7.3384423	3.8607924
11.260399	7.3401194	5.7130647
11.259962	7.343016	5.717136
2.355528	1.3019474	8.4418
2.3544266	1.3012089	8.440792
8.837519	11.888938	6.2795973
8.825954	11.877026	6.28216
6.216969	8.972336	10.635372
3.5658638	7.0278106	1.1022465
8.479325	4.8242016	-1.9725755
8.481296	4.821602	-1.9781001
3.427826	4.603203	11.5068245
3.5668747	7.0253158	1.1005533
6.115548	0.50661695	-0.33488977
6.121558	0.5064987	-0.35075945
9.727194	4.827223	9.777946
9.726979	4.8273463	9.778126
9.732092	4.827372	9.7790365
6.2257733	8.980307	10.645841
4.6483445	4.3971834	7.251457
4.2865	5.448586	-1.6474549
4.543923	9.359645	12.370211
4.6476626	4.3975825	7.251688
3.5816317	6.86428	1.3447578
4.446474	8.284832	6.990334
4.4464073	8.284238	6.990361
4.452243	8.29264	6.9876533
