TITLE	PUBLISHER	REG_DATE
장애인생산품 판매확대를 통한 장애인일자리 마련 추진	보건복지부 사회복지정책본부 장애인소득보장팀	20060330
국가재정운용계획: 노동분야&#40;2005~2009&#41;	기획예산처 재정기획실 사회재정1과	20050315
고용지원서비스 선진화 방안	노동부 고용정책실 노동시장기구과 	20050406
장애인복지의 획기적 향상을 위한 장애인지원 종합대책	보건복지부 사회복지정책본부 장애인정책팀	20060905
UR 농산물협상 이행계획 및 농어촌대책 추진방향	농림수산부 농업협력통상관실 국제협력담당관실	19940214
한미 FTA 고용대책	노동부 고용정책본부 고용정책팀	20070628
과수 무병 묘목공급대책	농림수산식품부 식품산업정책실 식품유통정책관 원예경영과	20110721
WTO체제 출범 대응 쌀산업 경쟁력제고 대책	농림수산부 기획관리실 기획예산담당관실	19941130
과수묘목 산업 선진화 대책	농림축산식품부 식품산업정책실 농업생명정책관 종자생명산업과	20190807
상호신용금고 구조조정	금융감독위원회	20000924
특용작물 산업 발전 종합대책	농림축산식품부 식품산업정책실 유통소비정책관 원예산업과	20160406
지진관측 및 연구 강화 계획	과학기술처 연구개발조정실 연구기획과	19970121
장애인 기업활동촉진 기본계획	중소기업청	20070327
농림수산물 수출진흥 중점 추진시책	농림수산부 국제농업국 무역진흥과	19960216
원예농산물 자조금 정책 개편 방향	농림축산식품부 식품산업정책실 유통정책관 유통정책과	20140703
장애인활동보조 지원사업 시행	보건복지부 사회복지정책본부 재활지원팀	20070330
기후변화협약 대응 제2차 종합대책&#40;2002~2004&#41;	산업자원부 자원정책실 자원정책과	20020301
원예·특작시설 재해경감대책	농림부 농산물유통국 채소특작과	20060703
기후변화 대응을 위한 글로벌 기술협력 전략	미래창조과학부 연구개발정책실 기초원천연구정책관 원천기술과	20151104
한-칠레 FTA 농산물 협상결과 및 보완대책	농림부 국제농업국	20021024
정보통신 소프트웨어산업 육성계획	체신부 정보통신국 전산망과	19930615
제6차 산림기본계획: 2018~2037	산림청	20180131
소프트웨어육성 국가전략 기본계획	과학기술처 기술개발국 정보산업기술과	19931027
정보산업 발전을 위한 국가전략계획	경제기획원 정책조정국 산업4과	19921214
도시 발전&#40;發電&#41; 시범프로젝트 추진	과학기술정보통신부 연구개발정책실 기초원천연구정책관 원천기술과	20180820
장애인 차별금지 및 불편사항 해소대책	보건복지가족부 장애인정책국 장애인정책과	20080411
한-칠레 FTA 비준안 제출에 따른 범정부적 FTA 농업지원대책	농림부 농산물유통국 과수화훼과	20030716
공공부문 장애인 고용의무 확대방안	노동부 고용정책실 장애인고용팀	20080701
FTA, DDA 개방 대비 4대 농업지원법 입법 추진	농림부 FTA상황실	20031030
장애인연금법 제정	보건복지부 장애인정책국 장애인연금도입T/F	20100331
제2차 국가 기후변화 적응대책&#40;2016~2020&#41;	환경부 환경정책실 기후변화협력과	20151222
한-칠레 FTA 발효에 따른 정부대책	농림부 농산물유통국 과수화훼과	20040401
제3차 편의증진 국가종합 5개년 계획 &#40;2010~2014&#41;	보건복지부 장애인정책국 장애인권익지원과	20100519
상호저축은행의 연대보증제도 개선	금융감독원 비은행감독국 상호저축은행감독팀	20071227
밀산업 중장기 발전대책	농림축산식품부 식량정책관 식량산업과	20181227
2012년 국고채 발행 방안	기획재정부 국고국 국채과	20120118
장애인을 위한 장기요양제도 도입	보건복지부 장애인정책국 장애인정책과	20100917
첨단영상소프트웨어 지원 기술개발사업&#40;안&#41;	과학기술처 기술개발국 정보산업기술과	19940811
소프트웨어 &#40;SW&#41;산업구조 고도화 계획	상공자원부 전자정보공업국 정보진흥과	19940826
장애인기업 종합육성계획 발표	중소기업청 소상공인정책과	20110218
밭 식량산업 중장기 발전대책 : 2016~2020	농림축산식품부 식량정책관 식량산업과	20160720
주요곡물 수급안정 대책	농림수산식품부 식품산업정책실 식량원예정책관 농산경영과	20110502
`10년 쌀 수급안정 대책	농림수산식품부 식품산업정책실 식량원예정책관 식량정책과	20100831
소프트웨어의 산업육성 정책방향	정보통신부 정보통신자원국 정보통신진흥과 	19950216
&lt;부품.소재전문기업등의 육성에 관한 특별조치법&gt; 제정	산업자원부 자본재산업국 자본재산업총괄과	20010109
장애인 고용확충을 위한 종합대책	고용노동부 고용정책실 장애인고용과	20120417
소프트웨어산업육성 대책&#40;안&#41;	정보통신부 정보통신정책실 정보통신진흥과	19961028
고용영향평가 도입 추진	노동부 고용정책실 고용정책과	20081023
제1차 사회적기업 육성 기본계획&#40;2008~2012&#41; 	노동부 고용정책실 사회적기업과	20081124
쌀 목표가격 동의안: 2013~2017	농림수산식품부 식량정책관 식량정책과	20130530
제2차 건설근로자 고용개선 기본계획	노동부 위기관리대책추진단	20081217
2013년 국고채 발행 계획	기획재정부 국고국 국채과	20130115
농업 통상정책 추진방향	농림부 국제농업국	20040402
발달장애인 맞춤형 지원계획	보건복지부 장애인정책국 장애인서비스팀	20120709
성장.고용.복지의 선순환을 위한 국가고용전략 2020	고용노동부 고용정책실 고용전략과	20101012
장애인 거주시설 인권보호 강화대책	보건복지부 장애인정책국 장애인권익지원과	20141028
고용회복 프로젝트 추진	기획재정부 경제정책국 인력정책과 	20100205
쌀 목표가격 동의안: 2018~2022	농림축산식품부 식량정책관 식량정책과	20181101
제1기 나노기술종합발전계획	국가과학기술위원회	20010718
DDA 농업협상 기본골격	농림부 국제농업국 농업협상과	20040801
중장기 쌀 수급안정 대책	농림축산식품부 식량정책관 식량정책과	20151231
제2기 나노기술종합발전계획&#40;2006~2015&#41;	과학기술부	20051213
쌀 관세화 유예 연장을 위한 이행계획서 수정안  통보	농림부 국제농업국 국제협력과	20041231
소프트웨어 산업발전을 위한 기반기술 대책	정보통신부 정보통신정책실 정보통신진흥과 	19990223
정부 및 공공기관의 소프트웨어 정품사용 대책	정보통신부 정보통신정책실 정보통신진흥과	19990323
제4차 편의증진 국가종합 5개년 계획 &#40;2015~2019&#41;	보건복지부 장애인정책국 장애인권익지원과	20151126
중장기 쌀 수급안정 보완대책	농림축산식품부 식량정책관 식량정책과	20170209
농가 소득안정 및 쌀 산업 발전대책	농림축산식품부 식량정책관 식량정책과	20140918
한-캐나다 FTA 농업분야 협상 	농림부 국제농업국 FTA과	20060505
지역사회 장애인 인권보호 대책	보건복지부 장애인정책국 장애인권익지원과	20160715
2011 사회적기업 활성화 방안	고용노동부 고용정책실 사회적기업과	20110609
나노소자특화팹&#40;FAB&#41;센터 구축	과학기술부 연구개발국	20030307
장애인 안전 종합대책	행정안전부 안전정책실 생활안전정책관 안전개선과	20170925
한-인도 CEPA 농업분야 협상	농림부 국제농업국 FTA과	20060516
양정제도 개편	농림부 식량생산국 식량정책과	20050630
한-미 FTA 농업 협상 	농림부 국제농업국 자유무역협정2과	20060719
사회적기업 활성화 방안	고용노동부 고용정책실 사회적기업과	20100611
CP시장 현황 및 대응방안	금융위원회 자본시장국 자본시장과	20120925
제5차 장애인고용촉진 및 직업재활 기본계획&#40;2018~2022&#41;	고용노동부 고용정책실 장애인고용과	20180419
쌀농가 소득안정방안	농림부 식량생산국 식량정책과	20041112
장애인 건강주치의 시범사업 실시	보건복지부 장애인정책국 장애인정책과	20180530
  사회복지공동모금법 제정 추진	보건복지부 사회복지정책실 복지자원과	19960925
한-미 FTA 농업부문 협상결과와 대응방안	농림부 국제농업국	20070402
사회취약계층의 복지증진대책	보건복지부 사회복지정책실 복지정책과	19950612
수요자 중심의 재정지원 일자리사업 효율화 방안	기획재정부 예산실	20100706
미곡종합처리장 경영개선을 위한 지원체계 전면개편	농림부 식량생산국 식량정책과	20031031
한-미 FTA 체결에 따른 농업부문 국내보완대책	농림부 농업구조정책국 구조정책과	20071106
무주택 장애인세대주에 대한 주택 특별공급 실시	보건복지부 사회복지정책실 장애인제도과	19971025
미곡종합처리장&#40;RPC&#41; 경영개선 대책	농림부 식량생산국 소득관리과	20060309
제1기 국가나노기술지도	교육과학기술부	20080424
한-미 FTA 추가협상 및 보완대책	농림수산식품부 식품산업정책실 식품산업정책관 수출진흥팀	20110321
S/W산업육성 기본계획	정보통신부 정보통신정책국 소프트웨어진흥과	20010226
1998년도 장애인복지사업지침	보건복지부 사회복지정책실 장애인제도과	19980124
한-미 FTA 발효에 따른 농어업분야 주요 변화 내용 및 대응방안	농림수산식품부 농업정책국 농업정책과	20120315
 21세기 복지사회를 위한 사회보장기본법 제정	보건복지부 사회복지정책실 복지정책과	19951220
해외 곡물자원 개발·확보 전략	농림수산식품부 국제협력국 양자협상협력과	20110407
장애인 입소시설재활과정운영 특별사업지침 제정 및 시달	보건복지부 사회복지정책실 장애인제도과	19980423
첨단세라믹산업 발전전략	지식경제부 성장동력실 신산업정책관 바이오나노과	20090504
국민복지기본구상 실천을 위한 사회복지분야 중점 투자계획	보건복지부 사회복지정책실 복지정책과	19960626
2016년 공공차관 5년 앞당겨 전액상환 추진	기획재정부 국고국 국고과	20150910
서민생계안정 종합대책	보건복지부 사회복지정책실 생활보호과	19980416
경증 장애인 지역사회 적응을 위한 Group-Home 운영사업 확대	기획예산처 예산실 복지노동예산과	20011006
지역 일자리공시제 추진방안	고용노동부 고용정책실 인력수급정책과	20100722
소재 R&D 종합지원 체계정비	지식경제부 성장동력실 주력산업정책관 부품소재총괄과	20101209
한-EU FTA 농업 협상	농림부 국제농업국 자유무역협정2과	20070511
제2차 해외농업개발 종합계획&#40;2012~2021&#41;	농림수산식품부 국제협력국 국제개발협력과	20120928
장애인 이동편의를 위한 해피콜택시 시범사업 운영	보건복지부 사회복지정책실 재활지원과	20011025
중증장애인에 대한 의료재활 특별지원	보건복지부 사회복지정책실 장애인정책과	20020822
제3기 나노기술종합발전계획&#40;2011~2020&#41;	교육과학기술부	20110419
SI산업 해외진출 강화방안	정보통신부 정보통신정책국 소프트웨어진흥과	20010910
제1차 사회보장장기발전계획&#40;안&#41;	보건복지부 사회복지정책실 복지정책과	19981123
장애인용 휠체어리프트 비상운영대책 수립 및 시행	산업자원부 자본재산업국 산업기계과	20021017
건설근로자 고용개선 대책	고용노동부 고용정책실 노동시장정책과	20101222
FTA 체결에 따른 농어업인 등 지원 특별법 	농림수산식품부 농업정책국 농업정책과	20110630
`09년도 수확기 쌀 수급 및 가격안정 대책	농림수산식품부 식품산업정책실 식량원예정책관 식량정책과	20090929
건전한 온라인게임 산업육성 종합대책	정보통신부 정보통신정책국 소프트웨어진흥과	20020505
일자리 현장 지원단 운영 계획	고용노동부 고용정책실 노동시장정책과	20110316
`08년도 공공비축미 매입계획	농림수산식품부 식품산업본부 식품산업정책단 식량정책팀	20080920
소재·부품 미래비전 2020	지식경제부 성장동력실 주력산업정책관 부품소재총괄과	20111101
장애인 방문 정보화 교육 확대 실시	정보통신부 정보화기획실 정보화기반과	20030509
쌀 품질 고급화 보완대책	농림부 식량생산국 농산경영과	20050713
사회취약계층 기초생활보장 특별보호대책	보건복지부 사회복지정책실 생활보호과	20010803
중산층 및 서민 생활안정대책	보건복지부 사회복지정책실 복지정책과	20020117
장애인장기요양 시범사업 시행	보건복지가족부 장애인정책국 장애인정책과	20090707
공정한 노동시장을 위한 4대 규칙 수립	고용노동부 기획조정실 기획재정담당관	20110802
한-베트남 FTA 농업 협상	농림축산식품부 국제협력국 동아시아자유무역협정과	20141215
장애인고용부담금 부과기준과 장애인 표준사업장 설립요건 개선	고용노동부 고용정책실 장애인고용과	20120814
제3차 부품·소재발전 기본계획&#40;2013-2016&#41;	산업통상자원부 산업기술개발과	20131126
저소득 취약계층을 위한 생활안정대책 강화방안	보건복지부 사회복지정책실 생활보호과	19990429
`07년산 공공비축용 벼 매입계획	농림부 식량정책국 식량정책과	20070718
소프트웨어 강국 도약전략	지식경제부 성장동력실 신산업정책관 소프트웨어정책과	20100204
장애인의 권익보호 및 편의증진 대책 추진	보건복지부 장애인정책국 장애인정책과	20130418
`06년산 공공비축용 벼 매입계획	농림부 식량정책국 식량정책과	20060801
SW산업 발전전략 	정보통신부 정보통신정책국 SW진흥팀	20051202
장애인 맞춤형 지원서비스 시범사업 실시	 보건복지부 장애인정책국 장애인정책과	20160601
제2기 국가나노기술지도	미래창조과학부 연구개발정책관 융합기술과	20140227
`05년산 공공비축미곡 운용방안	농림부 식량생산국 식량정책과	20050914
미신고 복지시설 관리종합대책	보건복지부 사회복지정책실 복지정책과	20020523
제3차 해외농업자원개발 종합계획: 2018~2022	농림축산식품부 국제협력국 국제협력총괄과	20180110
중앙장애인권익옹호기관 개관	보건복지부 장애인정책국 장애인권익지원과	20170227
귀농자 영농정착 지원 및 도시실업자 흡수 대책	농림부 농업정책국 농촌인력과	19980320
극빈층에 대한 긴급보호대책	보건복지부 연금보험국	20030804
SW산업의 발전방안	지식경제부 성장동력실 신산업정책관 소프트웨어산업과	20081031
여성농업인정책 기본계획	농림부 기획관리실 여성정책담당관실	19980812
장애인 세액공제 적용 확대를 위한 전용보험 전환특약 마련	금융감독원 보험감리국	20181127
차상위계층 등 빈곤층에 대한 사회안전망 강화대책	보건복지부 사회복지정책실	20030903
신지식농업인 발굴·육성	농림부 기획관리실 정보화진흥담당관실	19990212
장애인 보험 관련 개선 및 지원방안	금융감독원 보험감리국	20190212
상속자에 대한 금융거래 조회서비스 제공방안	금융감독기관 통합기획실	19980825
`04년산 추곡 산물벼 수매 실시계획	농림부 식량생산국 식량정책과	20040925
RFID 확산 전략	지식경제부 성장동력실 정보통신산업정책관 소프트웨어융합과 	20110309
농업인 소득증대 대책	농림부 기획관리실 기획예산담당관실	19990818
제2차 사회적기업 육성 기본계획&#40;2013~2017&#41;	고용노동부 고용정책실 사회적기업과	20121224
`03년도 추곡 수매 실시계획	국립농산물품질관리원	20031031
대한민국 나노혁신 2025 : 제4차 나노기술종합발전계획&#40;2016~2025&#41;	미래창조과학부 연구개발정책실 기초원천연구정책관 융합기술과	20160411
빈곤퇴치를 위한 국민기초생활보장제도 추진계획 	보건복지부 사회복지정책실 복지정책과	20000309
&#39;발달장애인 권리보장 및 지원에 관한 법률&#39; 시행	보건복지부 장애인정책국 장애인서비스과	20151119
쌀 생산조정제 도입	농림부 식량생산국 농산과	20030106
제1차 여성농업인 육성 기본계획&#40;2001~2005&#41;	농림부 기획관리실 여성정책담당관실	20001109
농업인 부채경감 대책	농림부 농업정책국 채소특작과	20040305
쌀 전업농 육성 종합대책	농림부 식량생산국 농산경영과	20040803
“참여복지 5개년계획&#40;‘04~’08&#41;” 수립·발표	보건복지부 사회복지정책실 복지정책과	20040120
농가부채경감 특별대책	농림부 기획관리실 기획예산담당관실	20001231
나노기술로 여는 미래를 향한 도전 : 제3기 국가나노기술지도&#40;2018~2027&#41;	과학기술정보통신부 연구개발정책실 기초원천연구정책관 융합기술과	20180710
위기가정에 대한 상시신고 및 긴급구호대책	보건복지부 사회복지정책실 가정정책과	20040127
정예농업인력육성 종합대책&#40;2004~2013&#41;	농림부 농업구조정책국 경영인력과	20041230
제4차 장애인고용촉진 및 직업재활기본계획	고용노동부	20121231
저소득층 보호 및 복지사각지대 해소대책	보건복지부 사회복지정책실 복지정책과	20040324
제3차 건설근로자 고용개선 기본계획&#40;2015~2019&#41;	고용노동부 고용정책실 지역산업고용정책과	20150804
중장기 농촌지역개발인력 육성대책	농림부 농촌정책국 농촌진흥과	20050505
`18년 논 타작물 재배 지원 사업&#40;생산조정제&#41; 추진	농림축산식품부 식량정책관 식량정책과	20180105
저소득층 생활안정을 위한 긴급지원계획	보건복지부 사회복지정책실 생활보장과	20040903
노동 개혁 추진계획&#40;대통령 담화 4대 개혁&#41;	고용노동부 노동정책실 노사협력정책과	20150812
`19년 논 타작물 재배 지원 사업&#40;생산조정제&#41; 추진	농림축산식품부 식량정책관 식량산업과	20190121
위기상황에 처한 자에 대한 긴급복지지원법안 제정 추진	보건복지부 사회복지정책실 생활보장과	20050419
제2차 여성농업인정책  기본계획&#40;2006~2010&#41;	농림부 농업구조정책국 여성정책과	20060420
쌀산업종합대책	농림부 식량생산국 식량정책과	20020418
보건복지부분 사회서비스 확충 전략	보건복지부 보건복지서비스확대추진단	20060921
시스템반도체 비전과 전략	산업통상자원부 산업정책실 소재부품산업정책관 반도체디스플레이과	20190501
WTO/DDA협상 및 쌀협상에 대비한 쌀산업 종합대책	농림부 식량생산국 식량정책과	20040228
노동시장 이중구조 해소를 통한 상생고용촉진 대책	고용노동부 노동정책실 노사협력정책과	20160310
귀어·귀촌 종합대책	농림수산식품부 수산정책실 수산개발과	20091007
저소득층 생활보호 대책 체감도 향상방안	보건복지부 사회복지정책실 사회정책총괄과	20050706
공생발전형 SW 생태계 구축 전략	지식경제부 성장동력실 정보통신산업정책관 소프트웨어산업과	20111027
핵심 원천기술 자립역량 강화를 위한 소재·부품·장비 연구개발 투자전략 및 혁신대책	과학기술정보통신부 연구개발투자심의국 연구개발투자기획과	20190828
`91년산 추곡수매 실시계획	농림수산부 양정국 양정과	19911031
농촌 다문화가족 지원방안	농림수산식품부 농촌정책국 농촌정책과	20100203
`92년산 추곡수매 실시계획	농림수산부 양정국 양정과	19921102
사회복지사업법 개정 추진 &#40;사회복지법인 공익이사제 도입, 전문사회복지사 신설&#41;	보건복지부 사회복지정책본부 사회정책기획팀	20070124
농업교육 3개년 기본계획&#40;2011~2013&#41;	농림수산식품부 농업정책국 경영조직과	20110105
취업지원 등 자활사업 활성화 방안	보건복지부 사회복지정책본부 근로연계복지팀	20070215
근로빈곤층 자활지원 강화를 자활급여법 제정 추진	보건복지부 사회복지정책본부 자립지원투자팀	20071113
소프트웨어 중심사회 실현전략	미래창조과학부 정보통신방송정책실 소프트웨어정책관 소프트웨어정책과	20140723
양정개혁방안	농림수산부 양정국 양정과	19930820
’07년도 보건복지서비스 분야 4대 바우처 사업 실행계획	보건복지부 사회복지정책본부 사회서비스기획팀	20070112
일자리 100일 플랜 13대 과제 발표	기획재정부 경제정책국 종합정책과	20170601
`93년산 추곡수매 실시계획	농림수산부 양정국 양정과	19931103
공공 조달을 통한  SW 산업 발전방안	미래창조과학부 정보통신방송정책실 소프트웨어정책관 소프트웨어정책과	20141015
제3차 여성농어업인 육성 기본계획&#40;2011~2015&#41;	농림수산식품부 농촌정책국 농촌사회과	20110214
위기가구 보호를 위한 민생안정대책 추진 방안	보건복지가족부 사회복지정책실 사회정책과	20090122
한시생계보호 사업 한시적 실시	보건복지가족부 사회복지정책실 기초생활보장과	20090519
SW 공공구매 혁신 방안	정보통신부 SW진흥단 소프트웨어정책팀	20060324
`95년산 추곡수매방침 및 보완대책	농림수산부 농업정책실 식량관리과	19951117
고등과학원 육성방향	과학기술처 기술인력국 인력계획과	19970612
사회서비스 전자바우처사업 선진화 방안	보건복지가족부 사회복지정책실 사회서비스정책과	20090408
전문 농어업인 육성방안	농림수산식품부 농어촌정책국 경영인력과	20111223
기초과학연구 지원 확대	과학기술부 기초과학인력국 기초과학지원과	20000330
제3차 사회보장 장기 발전방향	보건복지가족부 사회복지정책실복지정책과	20091217
농업경영컨설팅 개선방안	농림부 농업구조정책국 경영인력과	20051206
성과관리형 자활 시범사업 실시&#40;희망리본프로젝트&#41;	보건복지가족부 사회복지정책실 자립지원투자과	20090410
사회적경제 인재양성 종합계획	고용노동부 고용정책실 사회적기업과	20180703
희망키움통장 사업 개시	보건복지부 사회복지정책실 복지정책과	20100223
국가수리과학연구소 설립 기본계획	과학기술부 기초연구국 기초연구정책과	20050708
제4차 여성농업인 육성 기본계획&#40;2016~2020&#41;	농림축산식품부 농촌정책국 농촌복지여성과	20160111
노숙인의 자활을 위한 근원 대책	보건복지부 사회복지정책실 사회통합전략과	20100608
사회적경제 활성화 방안	기획재정부 사회적경제과	20171018
사회서비스 육성 및 선진화 방안	보건복지부 일자리정책추진T/F	20100528
쌀 산업 발전 종합대책&#40;안&#41;	농림수산부 농업정책실 식량정책과	19960506
SW R&D 체계개편 방안	지식경제부 성장동력실 정보통신산업정책관 소프트웨어융합과	20120612
 소프트웨어 제값받기를 위한 상용SW 유지관리 합리화 대책	지식경제부 성장동력실 정보통신산업정책관 소프트웨어산업과 	20120627
SW품질 강화 대책	지식경제부 성장동력실 정보통신산업정책관 소프트웨어진흥팀	20121201
소프트웨어&#40;SW&#41; 혁신 전략	미래창조과학부 정보통신방송정책실 소프트웨어정책관 소프트웨어융합과 	20131008
귀농·귀촌 지원 종합계획&#40;2017~2021&#41;	농림축산식품부 농촌정책국 농촌정책과	20161122
`96년산 추곡수매 실시계획	농림부 농업정책실 식량관리과	19961017
과학기술부문 기초연구진흥종합계획&#40;2006~2010&#41;	국가과학기술위원회	20050829
`97년산 추곡약정수매 시행계획	농림부 농업정책실 식량정책과	19970202
`98년산 추곡약정수매 시행계획	농림부 식량정책국 식량정책과	19980327
자활기금 운용 활성화 방안	보건복지부 사회복지정책실 자립지원과	20110722
청년창업농 육성대책	농림축산식품부 농촌정책국 경영인력과	20171221
`99년산 추곡약정수매방침	농림부 식량정책국 식량정책과	19990309
사회복지시설 투명성 강화 추진	보건복지부 사회복지정책실 사회서비스자원과	20110930
남극연구활동진흥 기본계획	과학기술부 기초연구국 기초연구지원과	20060518
`00년산 추곡약정수매 시행계획	농림부 식량생산국 식량정책과	20000222
산업수학 육성방안	미래창조과학부 연구개발정책실 기초원천연구정책관 연구개발정책과	20160427
한-ASEAN FTA 농업분야 협상	농림부 국제농업국 FTA과	20061108
전 부처 복지사업 통합관리 추진	보건복지부 사회복지정책실 급여기준과	20110903
사회서비스 현황 및 향후 발전방안 &#40;사회보장기본법 전면개정&#41;	보건복지부 사회복지정책실 사회서비스정책과	20120308
혁신성장과 일자리 창출 지원방안	기획재정부 경제정책국 종합정책과	20181024
정부 연구개발 혁신방안	미래창조과학부 과학기술정책국 과학기술정책과	20150513
포괄보조  방식 도입 방안	보건복지부 사회복지정책실 사회서비스사업과	20120927
나눔문화 확산 개선대책	보건복지부 사회복지정책실 나눔정책팀	20140314
고부가가치 사회서비스일자리 창출방안	보건복지부 사회복지정책실 사회서비스일자리과	20130711
제3차 사회적기업 육성 기본계획&#40;2018~2022&#41;	고용노동부 고용정책실 고용정책총괄과	20181109
사회복지담당공무원 처우개선방안	보건복지부 사회복지정책실 복지정책과	20130801
민간 일자리 창출 지원 및 공공기관 일자리 확대방안	기획재정부 정책조정국 정책조정총괄과	20190213
&lt;핵융합에너지 개발진흥법&gt; 제정&#40;&#39;07.3.27. 시행&#41;	과학기술부 기초연구국 기초연구지원과	20061130
복지사각지대 발굴 및 지원 종합대책	보건복지부 사회복지정책실 사회보장제도과	20140515
 기초생활보장제도의 맞춤형 급여체계 개편방안	보건복지부 사회복지정책실 복지정책과	20130910
SW중심사회 확산 방안	미래창조과학부 정보통신방송정책실 소프트웨어정책관 소프트웨어정책과	20150130
K-ICT 디지털콘텐츠 산업 육성계획	미래창조과학부 정보통신정책실 소프트웨어정책관 디지털콘텐츠과 	20150530
제1차 클라우드컴퓨팅 발전 기본계획&#40;2016~2018&#41; 	미래창조과학부 정보통신정책실 소프트웨어정책관 소프트웨어진흥과	20151110
제1차 핵융합에너지개발진흥기본계획	과학기술부 기초연구국 핵융합지원과	20070725
SaaS 글로벌 경쟁력 강화 방안&#40;2016-2018&#41;	미래창조과학부 정보통신정책실 소프트웨어정책관 소프트웨어진흥과	20160411
소프트웨어 교육 활성화 기본계획	미래창조과학부 정보통신정책실 소프트웨어정책관 소프트웨어교육혁신팀 	20151206
국민 중심의 맞춤형 복지전달체계 구축방안	사회보장위원회	20130910
서비스산업 전문인력 양성계획 수립·발표	산업자원부 산업정책국	20020806
SW산업 육성을 위한 공공SW사업 혁신방안	과학기술정보통신부 정보통신정책실 소프트웨어정책관 소프트웨어산업과	20171220
제1차 근로여성복지 기본계획	노동부 근로기준국 부녀소년과	19940204
근로빈곤 예방을 위한 고용-복지 연계정책 강화방안	사회보장위원회	20131224
소프트웨어&#40;SW&#41; 일자리 창출 전략	과학기술정보통신부 정보통신정책실 소프트웨어정책관 소프트웨어정책과	20180911
중고령자 고용촉진법 제정	노동부	19910930
근로빈곤층 취업 우선 지원 시범사업	보건복지부 사회복지정책실 자립지원과	20130830
제2차 근로여성복지 기본계획&#40;1998~2002&#41;	노동부 근로여성국 근로여성정책과	19971210
공동근로복지기금제도 시행	고용노동부 노동정책실 퇴직연금복지과	20160121
제2차 핵융합에너지개발진흥기본계획&#40;2012~2016&#41;	교육과학기술부 연구개발정책실 핵융합지원팀	20120104
복지사업 표준화 방안	사회보장위원회	20131224
복지격차 완화를 위한 공동근로복지기금 활성화 대책	고용노동부 노동정책실 퇴직연금복지과	20190905
사회보장사업 현황 및 관리 방안 	사회보장위원회	20140514
고급인력 Pool제 도입	노동부 고용정책실 장애인고용과	19960507
제3차 핵융합에너지개발진흥기본계획&#40;2017~2021&#41;	미래창조과학부 연구개발정책실 거대공공연구정책관 미래원자력팀	20170424
제1차 사회보장기본계획&#40;&#39;14~&#39;18년&#41;	보건복지부 사회복지정책실 복지정책과	20140805
장애인고용촉진 5개년 투자계획 &#40;1996~2000&#41;	노동부 고용정책실 장애인고용과	19960531
지방자치단체 유사·중복 사회보장사업 정비 추진방안	사회보장위원회	20150811
여성고용 안정대책	노동부 근로여성국 근로여성정책과	19980120
제1차 노숙인 등의 복지 및 자립지원 종합계획&#40;2016~2020&#41;	사회보장위원회	20160203
우리사주제도 활성화 방안	기획재정부 미래경제전략국 인력정책과	20150202
제3차 남극연구활동진흥 기본계획&#40;2017~2021&#41;	해양수산부 해양정책실 해양개발과	20170410
국민 중심 맞춤형 복지를 위한 읍면동 복지허브화 추진계획	사회보장위원회	20160203
여성실업대책 추진방향	노동부 근로여성국 근로여성정책과	19981203
우리사주매수선택권제도&#40;스톡옵션형우리사주제&#41; 도입	노동부 노사정책국 노사협력복지과	20040630
“모든 국민의 기본생활 보장” 제1차 기초생활보장 종합계획&#40;’18~’20년&#41;	보건복지부 사회복지정책실 기초생활보장과	20170811
고학력 미취업자 대책	노동부 고용정책실 고용정책과	19980804
기초생활보장 부정수급 방지를 위한 제도개선 방안	보건복지부 사회복지정책실 기초생활보장과	20180223
우리사주신탁&#40;ESOP&#41;제도 도입	재정경제부 금융정책국 증권제도과	20010918
신&#40;新&#41;사회적 위험 증가에 따른 복지 위기가구 발굴 대책	보건복지부 사회복지정책실 지역복지과	20180723
2000년 여성실업대책	노동부 근로여성국 여성정책과	20000213
제 2차 사회보장기본계획&#40;&#39;19~&#39;23년&#41;	보건복지부 사회보장위원회사무국 사회보장총괄과	20190212
청소년 인력개발 및 고용촉진대책	노동부 고용정책실 고용정책과	20000202
생활안정자금대부사업 실시	근로복지공단	19980213
사회보장제도 신설·변경 협의·조정제도 개선방안	사회보장위원회	20190131
포용사회를 위한 사회서비스 선진화 계획	보건복지부 사회복지정책실 사회서비스일자리	20190919
청소년 실업대책	노동부 고용정책실 실업대책추진단	20011103
근로자 생활안정자금 융자제도 개선	고용노동부 노동정책실 근로복지과	20110915
장애인 고용촉진 5개년 계획 &#40;1998~2002&#41;	노동부 고용정책실 장애인고용과	19971211
사회서비스원 설립·운영 방안	보건복지부 사회복지정책실 사회서비스자원과	20181214
`15년도 근로자 생활안정자금 융자제도 개선	근로복지공단	20150123
장애인 실업예방 및 고용안정대책	노동부 고용정책실 장애인고용과	19980421
청소년 실업 종합대책	재정경제부 경제정책국 정책조정과	20011217
근로복지기본법 시행	고용노동부 노사정책실 임금복지과	20101208
&#39;92년도 최저임금안 심의·의결	노동부 보건사회부	19911011
&#39;94.1-&#39;94.8 최저임금안 심의·의결	노동부 근로기준국 임금복지과	19931011
지역사회 통합 돌봄 기본계획&#40;1단계 : 노인 커뮤니티케어&#41;	보건복지부 커뮤니티케어추진단	20181120
제3차 남녀고용평등 기본계획&#40;2003~2007&#41;	고용노동부 고용정책실 여성고용과	20021201
중소기업 선진기업복지제도 도입컨설팅 서비스 실시	노동부 근로기준국 임금복지과	20100330
