TITLE	PUBLISHER	REG_DATE
금융소득에 대한 세제개혁	재무부 세제실 조세정책과	19940905
조세특례제한법 개정 추진	기획재정부 세제실 재산세제과	20030522
2002년부터 달라지는 금융제도	금융감독위원회	20011219
농어업용 면세유 공급제도 개선방안	기획재정부 세세실 소비세제과	20031023
ETF시장의 건전화 등을 위한 종합 정책방향	금융위원회 자본시장국 자산운용과	20120903
2003년 1차 추경예산 조기집행 대책	기획예산처 예산관리국	20030805
부동산 보유세제개편 세부추진계획 : 종합부동산세 도입	재정경제부 세제실 재산세제과	20031031
부동산 실소유자명의등기제&#40;부동산실명제&#41; 실시 방안	재정경제원 세제실 재산세제과	19950109
자금중개회사의 중개업무활성화 방안	금융감독원 비은행감독국 비은행총괄팀	20030514
2001년 하반기부터 달라지는 금융제도	금융감독위원회	20010628
2000년 하반기부터 달라지는 금융제도	금융감독위원회 기획행정실 기획과	20000630
문화예술 진흥을 위한 세제지원 방안	재정경제부 세제실	20040419
통화정책방향: 콜금리 4.25%로 유지	한국은행 정책기획국 정책총괄팀	20021212
21C 경제환경에 대응하는 중장기 세제개혁 방안	재정경제부 세제실 	20050323
실수요 주택거래 정상화와 서민·중산층 주거안정 지원방안 - 금융부문 대책	금융위원회  금융정책국	20100829
통화정책방향: 콜금리 4.00% 유지	한국은행 정책기획국 정책총괄팀	20020110
통화정책방향: 콜금리 4.00% 유지	한국은행 정책기획국 정책총괄팀	20020207
통화정책방향: 콜금리 4.00% 유지	한국은행 정책기획국 정책총괄팀	20020307
통화정책방향: 콜금리 4.00%로 유지	한국은행 정책기획국 정책총괄팀	20020404
통화정책방향: 콜금리 4.00%에서 4.25%로 상향조정	한국은행 정책기획국 정책총괄팀	20020507
통화정책방향: 콜금리 4.25%로 유지	한국은행 정책기획국 정책총괄팀	20020605
통화정책방향: 콜금리 4.25%로 유지	한국은행 정책기획국 정책총괄팀	20020704
통화정책방향: 콜금리 4.25%로 유지	한국은행 정책기획국 정책총괄팀	20020806
통화정책방향: 콜금리 4.25%로 유지	한국은행 정책기획국 정책총괄팀	20020912
통화정책방향: 콜금리 4.25%로 유지	한국은행 정책기획국 정책총괄팀	20021010
통화정책방향: 콜금리 4.25%로 유지	한국은행 정책기획국 정책총괄팀	20021107
제2차 에너지 세제개편안	재정경제부 세제실 소비세제과	20041225
주식매입선택권에 대한 세제지원 방안	재정경제원 세제실 법인세제과	19960911
금융기관의 건전성 제고를 위한 선제적 대응방안	기획재정부 경제정책국 자금시장과	20090313
조세지원 저축에 대한 시행방안	재정경제원 세제실 소득세제과	19960923
 전국 집중 호우 관련 금융·세제 지원	재정경제부 세제실 조세정책과	20060717
중소기업 육성을 위한 세제지원	재정경제원  세제실 조세정책과	19950318
파트너십 과세제도 도입 추진	재정경제부 세제실 법인세제과	20070918
기업분할에 대한 세제지원제도 도입	재정경제원 세제실 법인세제과	19970918
공공기관 성과연봉제 권고: 간부직 우선 적용	기획재정부 공공정책국 제도기획과	20100630
물류시설투자촉진을 위한 세제지원	재정경제원 세제실 조세정책과	19950311
근로장려세제&#40;EITC&#41; 시행	재정경제부 세제실 조세정책과	20090101
산업재해예방시설에 대한 세제지원	재정경제원 세제실 조세정책과	19950325
삼풍백화점 사고관련 금융·세제지원	재정경제원 세제실 조세정책과	19950708
씨프린스호 해양오염 관련 금융·세제·재정지원	재정경제원 세제실 조세정책과	19950730
통화정책방향 : 기준금리 2.00%로 유지	한국은행 정책기획국 정책총괄팀	20100512
통화정책방향 : 기준금리 2.00%로 유지	한국은행 정책기획국 정책총괄팀	20100409
통화정책방향 : 기준금리 2.00%로 유지	한국은행 정책기획국 정책총괄팀	20100311
통화정책방향 : 기준금리 2.00%로 유지	한국은행 정책기획국 정책총괄팀	20100211
통화정책방향 : 기준금리 2.00%로 유지	한국은행 정책기획국 정책총괄팀	20100108
세법개정안 국회 재경위 의결	재정경제부 세제실 조세정책과	20070426
재정수입 확보를 위한 세제조정	재정경제원 세제실 조세정책과	19980115
투자자문사의 건전한 성장을 위한 종합 정책방향 마련	금융위원회 자본시장국 자산운용과	20120711
일자리 창출 및 경기회복 지원을 위한 조세특례제한법 개정 추진	재정경제부 세제실 조세지출예산과	20040504
2001년 재정 조기집행 계획	기획예산처 예산실 예산총괄과	20010104
금융감독규제 합리화 방안	금융감독위원회 기획과	20031226
2단계 금융규제정비 추진방안	재정경제부 금융정책국 금융정책과	20010927
&#39;98년 재정운용 관련 세제대책	재정경제부 세제실 조세정책과	19980706
금융감독규정 정비 및 규제개혁 추진방안	금융감독원회 감독법규관실	20001120
상속·증여세 완전포괄주의 도입	재정경제부 세제실 조세정책과 	20030828
중고설비의 효율적 활용 촉진을 위한 조세지원	재정경제부 세제실 조세지출예산과	19980825
기업개선작업&#40;workout&#41; 및 기업교환&#40;big deal&#41;에 대한 세제지원	재정경제부 세제실 법인세제과	19980828
국세행정 개혁 추진	국세청 국세행정개혁기획단	19990305
세무사제도 개선방향	재정경제부 세제실 조세지출예산과	19990722
구제역 피해 축산업자에 대한 세제 및 세정지원	재정경제부 세제실 법인세제과	20000407
제2차 외환규제 완화 계획	재무부 국제금융국 외환정책과	19930916
개인 기부금 등에 대한 세제지원확대	재정경제부 소득세제과	20000302
제3차 외환규제 완화 작업계획	재무부 국제금융국 외환정책과	19931124
공평과세 종합대책	국세청 세정개혁기획단	20010131
개인종합자산관리계좌&#40;ISA&#41; 도입 방안	금융위원회 자본시장국 자산운용과	20150806
실손의료보험 보험료 안정화 방안	금융위원회 금융서비스국 보험과	20141218
동북아비지니스중심국가 실현 관련 외국인투자기업 및 외국인 임직원에 대한 세제지원방안	재정경제부 세제실 소비세제과	20020708
대량 공매도 보고제도 도입	금융위원회 자본시장국 자본시장과	20120312
서비스산업 발전을 위한 금융·세제지원	재정경제부 경제정책국 산업경제과	20011019
금융허브 추진체계 구축	재정경제부 금융정책국 금융허브기획과	20051026
조세피난처를 이용한 조세회피 규제 대책	국세청 국제조세관리관실	20020820
통화정책방향: 기준금리 2.00%로 유지	한국은행 정책기획국 정책총괄팀	20091210
통화정책방향: 기준금리 2.00%로 유지	한국은행 정책기획국 정책총괄팀	20091112
통화정책방향: 기준금리 2.00%로 유지	한국은행 정책기획국 정책총괄팀	20091009
통화정책방향: 기준금리 2.00%로 유지	한국은행 정책기획국 정책총괄팀	20090910
통화정책방향: 기준금리 2.00%로 유지	한국은행 정책기획국 정책총괄팀	20090811
통화정책방향: 기준금리 2.00%로 유지	한국은행 정책기획국 정책총괄팀	20090709
통화정책방향: 기준금리 2.00%로 유지	한국은행 정책기획국 정책총괄팀	20090611
통화정책방향: 기준금리 2.00%로 유지	한국은행 정책기획국 정책총괄팀	20090512
통화정책방향: 기준금리 2.00%로 유지	한국은행 정책기획국 정책총괄팀	20090409
통화정책방향: 기준금리 2.00%로 유지	한국은행 정책기획국 정책총괄팀	20090312
통화정책방향: 기준금리 2.50%에서 2.00%로 하향조정	한국은행 정책기획국 정책총괄팀	20090212
통화정책방향: 기준금리 3.00%에서 2.50%로 하향조정	한국은행 정책기획국 정책총괄팀	20090109
통화정책방향: 콜금리 4.00% 유지	 한국은행 정책기획국 정책총괄팀	20011206
통화정책방향: 콜금리 4.00% 유지	한국은행 정책기획국 정책총괄팀	20011108
통화정책방향: 콜금리 4.00% 유지	한국은행 정책기획국 정책총괄팀	20011011
통화정책방향: 콜금리 4.50% 유지	한국은행 정책기획국 정책총괄팀	20010906
통화정책방향: 콜금리 4.75%에서 4.50%로 인하	한국은행 정책기획국 정책총괄팀	20010809
통화정책방향: 콜금리 5.00%에서 4.75%로 인하	한국은행 정책기획국 정책총괄팀	20010706
통화정책방향: 콜금리 5.00% 유지	 한국은행 정책기획국 정책총괄팀	20010607
통화정책방향: 콜금리 5.00 % 유지	한국은행 정책기획국 정책총괄팀	20010508
통화정책방향: 콜금리 5.00% 유지	한국은행 정책기획국 정책총괄팀	20010406
통화정책방향: 콜금리 5.00% 유지	한국은행 정책기획국 정책총괄팀	20010307
통화정책방향: 콜금리 5.25%에서 5.00%로 인하	한국은행 정책기획국 정책총괄팀	20010208
통화정책방향: 콜금리 5.25% 유지	한국은행 정책기획국 정책총괄팀	20010111
통화정책방향: 콜금리  4.50%에서 4.00%로 인하	한국은행 정책기획국 정책총괄팀	20010919
통화정책방향: 기준금리 4.00%에서 3.00%로 하향조정	한국은행 정책기획국 정책총괄팀	20081211
통화정책방향: 기준금리 4.25%에서 4.00%로 하향조정	한국은행 정책기획국 정책총괄팀	20081107
통화정책방향: 기준금리 5.25%에서 5.00%로 하향조정	한국은행 정책기획국 정책총괄팀	20081009
통화정책방향: 기준금리 5.25%로 유지	한국은행 정책기획국 정책총괄팀	20080911
통화정책방향: 기준금리 5.00%에서 5.25%로 상향조정	한국은행 정책기획국 정책총괄팀	20080807
통화정책방향: 기준금리 5.00%로 유지 	한국은행 정책기획국 정책총괄팀	20080710
통화정책방향: 기준금리 5.00%로 유지	한국은행 정책기획국 정책총괄팀	20080612
통화정책방향: 기준금리 5.00%로 유지	한국은행 정책기획국 정책총괄팀	20080508
통화정책방향: 기준금리 5.00%로 유지	한국은행 정책기획국 정책총괄팀	20080410
통화정책방향: 콜금리 목표 5.00%로 유지	한국은행 정책기획국 정책총괄팀	20080307
통화정책방향:  콜금리 목표 5.00%로 유지	한국은행 정책기획국 정책총괄팀	20080213
통화정책방향:  콜금리 목표 5.00%로 유지	한국은행 정책기획국 정책총괄팀	20080110
1993년도 재정사업의 조기집행 추진방안	경제기획원 예산실 예산총괄과	19930217
신경제 5개년계획 금융개혁부문	재무부 저축심의관실 저축심의담당관실	19930529
&#34;경제·안전·희망&#34; 2015년 예산	기획재정부 예산실 예산총괄과	20141202
민생안정과 경제회복을 위한 2013년도 추가경정예산	기획재정부 예산실 예산정책과	20130412
1단계 여신관리제도 개편	재무부 이재국 금융정책과	19930121
3단계 여신관리제도 개편	한국은행 신용감독국 신용기획과	19970711
통화정책방향: 콜금리 5.25% 유지	한국은행 정책기획국 정책총괄팀	20001207
통화정책방향: 콜금리 5.25% 유지	한국은행 정책기획국 정책총괄팀	20001109
통화정책방향: 콜금리 5.00%에서 5.25%로 상향조정	한국은행 정책기획국 정책총괄팀	20001005
통화정책방향: 콜금리 5.00% 유지	한국은행 정책기획국 정책총괄팀	20000907
통화정책방향: 콜금리 5.00% 유지	한국은행 정책기획국 정책총괄팀	20000803
통화정책방향: 콜금리 5.00% 유지	한국은행 정책기획국 정책총괄팀	20000706
통화정책방향: 콜금리 5.00% 유지	 한국은행 정책기획국 정책총괄팀	20000608
통화정책방향: 콜금리 5.00% 유지	한국은행 정책기획국 정책총괄팀	20000504
통화정책방향: 콜금리 5.00% 유지	한국은행 정책기획국 정책총괄팀	20000406
통화정책방향: 콜금리 5.00% 유지	한국은행 정책기획국 정책총괄팀	20000309
통화정책방향: 콜금리 4.75%에서 5.00%로 상향조정	한국은행 정책기획국 정책총괄팀	20000210
통화정책방향: 콜금리 4.75% 유지	한국은행 정책기획국 정책총괄팀	20000107
통화정책방향: 콜금리 4.25% 유지	한국은행 정책기획국 정책총괄팀	20030109
통화정책방향: 콜금리 4.25% 유지	한국은행 정책기획국 정책총괄팀	20030206
통화정책방향: 콜금리 4.25% 유지	 한국은행 정책기획국 정책총괄팀	20030306
통화정책방향: 콜금리 4.25% 유지	 한국은행 정책기획국 정책총괄팀	20030410
통화정책방향: 콜금리 4.25%에서 4.00%로 하향조정	한국은행 정책기획국 정책총괄팀	20030513
통화정책방향: 콜금리 4.00% 유지	한국은행 정책기획국 정책총괄팀	20030612
통화정책방향: 콜금리 4.00% 에서 3.75%로 하향조정	 한국은행 정책기획국 정책총괄팀	20030710
통화정책방향: 콜금리 3.75% 유지	 한국은행 정책기획국 정책총괄팀	20030807
통화정책방향: 콜금리 3.75% 유지 	한국은행 정책기획국 정책총괄팀	20030909
통화정책방향: 콜금리 3.75% 유지 	한국은행 정책기획국 정책총괄팀	20031009
통화정책방향: 콜금리 4.75% 유지	한국은행 정책기획국 정책총괄	19991202
통화정책방향: 콜금리 4.75% 유지	한국은행 정책기획국 정책총괄팀	19991105
통화정책방향: 콜금리 4.75% 유지	 한국은행 정책기획국 정책총괄팀	19991008
통화정책방향: 콜금리 4.75% 유지	 한국은행 정책기획국 정책총괄팀	19990806
 통화정책방향: 콜금리 3.75% 유지 	한국은행 정책기획국 정책총괄팀	20031106
통화정책방향: 콜금리 4.75% 유지	한국은행 정책기획국 정책총괄팀	19990708
통화정책방향: 콜금리 4.75% 유지	한국은행 정책기획국 정책총괄팀	19990604
통화정책방향: 콜금리 4.75% 유지	한국은행 정책기획국 정책총괄팀	19990507
통화정책방향 &#40;1999년 4월&#41;	한국은행 정책기획국 정책총괄팀	19990409
통화정책방향 &#40;1998년 12월&#41;	한국은행 금융시장부 통화운영과	19981204
통화정책방향 &#40;1998년 11월&#41;	한국은행 정책기획국 정책총괄팀	19981105
 통화정책방향: 콜금리 3.75% 유지	 한국은행 정책기획국 정책총괄팀	20031211
 통화정책방향: 콜금리 3.75% 유지	 한국은행 정책기획국 정책총괄팀	20040108
 통화정책방향: 콜금리 3.75% 유지	한국은행 정책기획국 정책총괄팀	20040206
  통화정책방향: 콜금리 3.75% 유지	한국은행 정책기획국 정책총괄팀	20040311
보험회사의 재무건전성 제도 선진화 종합로드맵	금융위원회 금융서비스국 보험과	20140731
 통화정책방향: 콜금리 3.75% 유지	 한국은행 정책기획국 정책총괄팀	20040408
  통화정책방향: 콜금리 3.75% 유지	 한국은행 정책기획국 정책총괄팀	20040506
 통화정책방향: 콜금리 3.75% 유지	 한국은행 정책기획국 정책총괄팀	20040610
 통화정책방향: 콜금리 3.75% 유지	 한국은행 정책기획국 정책총괄팀	20040708
 통화정책방향: 콜금리 3.75% 에서 3.50%로 하향조정	 한국은행 정책기획국 정책총괄팀	20040812
  통화정책방향: 콜금리 3.50% 유지	 한국은행 정책기획국 정책총괄팀	20040909
 통화정책방향: 콜금리 3.50% 유지	 한국은행 정책기획국 정책총괄팀	20041004
 통화정책방향: 콜금리 3.50% 에서 3.25%로 하향조정	 한국은행 정책기획국 정책총괄팀	20041111
통화정책방향: 콜금리 3.25% 유지	한국은행 정책기획국 정책총괄팀	20041209
2017년 제9차 경제관계장관회의	기획재정부 정책조정국 정책조정총괄과	20171129
통화정책방향: 콜금리 3.25% 유지	한국은행 정책기획국 정책총괄팀	20050113
통화정책방향: 콜금리 3.25% 유지	 한국은행 정책기획국 정책총괄팀	20050215
통화정책방향: 콜금리 3.25% 유지	한국은행 정책기획국 정책총괄팀	20050310
 통화정책방향: 콜금리 3.25% 유지	 한국은행 정책기획국 정책총괄팀	20050407
 통화정책방향: 콜금리 3.25% 유지	한국은행 정책기획국 정책총괄팀	20050512
 통화정책방향: 콜금리 3.25% 유지	 한국은행 정책기획국 정책총괄팀	20050609
 통화정책방향: 콜금리 3.25% 유지	 한국은행 정책기획국 정책총괄팀	20050707
통화정책방향: 콜금리 3.25% 유지	한국은행 정책기획국 정책총괄팀	20050811
통화정책방향: 콜금리 3.25% 유지	한국은행 정책기획국 정책총괄팀	20050908
통화정책방향: 콜금리 3.25% 에서 3.50%로 상향조정	 한국은행 정책기획국 정책총괄팀	20051011
 통화정책방향: 콜금리 3.50% 유지	 한국은행 정책기획국 정책총괄팀	20051110
통화정책방향: 콜금리 3.50% 에서 3.75%로 상향조정	 한국은행 정책기획국 정책총괄팀	20051208
통화정책방향: 콜금리  3.75% 에서 4.00%로 상향조정	 한국은행 정책기획국 정책총괄팀	20060209
 통화정책방향: 콜금리 4.00% 유지	한국은행 정책기획국 정책총괄팀	20060306
 통화정책방향: 콜금리 4.00% 유지	 한국은행 정책기획국 정책총괄팀	20060407
통화정책방향: 콜금리 4.00% 유지	 한국은행 정책기획국 정책총괄팀	20060511
통화정책방향: 콜금리   4.00% 에서 4.25로 상향조정	 한국은행 정책기획국 정책총괄팀	20060608
2011년 제14차 경제정책조정회의	기획재정부 정책조정국 정책조정총괄과	20110629
 통화정책방향: 콜금리 4.25% 유지	 한국은행 정책기획국 정책총괄팀	20060707
통화정책방향: 콜금리  4.25%에서 4.50%로 상향조정	한국은행 정책기획국 정책총괄팀	20060810
통화정책방향: 콜금리 4.50% 유지	 한국은행 정책기획국 정책총괄팀	20060907
통화정책방향: 콜금리 4.50% 유지	 한국은행 정책기획국 정책총괄팀	20061012
   통화정책방향: 콜금리 4.50% 유지	 한국은행 정책기획국 정책총괄팀	20061109
통화정책방향: 콜금리 4.50% 유지	한국은행 정책기획국 정책총괄팀	20061207
2011년 제15차 경제정책조정회의	기획재정부 정책조정국 정책조정총괄과	20110706
금융사고 근절 및 신뢰 회복을 위한 금융회사 내부통제 강화방안	금융위원회 금융서비스국 은행과	20140828
2011년 제13차 경제정책조정회의	기획재정부 정책조정국 정책조정총괄과	20110622
2011년 제12차 경제정책조정회의	기획재정부 정책조정국 정책조정총괄과	20110615
2011년 제11차 경제정책조정회의	기획재정부 정책조정국 정책조정총괄과	20110608
2011년 제10차 경제정책조정회의	기획재정부 정책조정국 정책조정총괄과	20110511
통화정책방향:  콜금리 목표 4.50%로 유지	한국은행 정책기획국 정책총괄팀	20070111
통화정책방향:  콜금리 목표 4.50%로 유지	한국은행 정책기획국 정책총괄팀	20070208
통화정책방향:  콜금리 목표 4.50%로 유지	한국은행 정책기획국 정책총괄팀	20070308
통화정책방향:  콜금리 목표 4.50%로 유지	한국은행 정책기획국 정책총괄팀	20070412
통화정책방향:  콜금리 목표 4.50%로 유지	한국은행 정책기획국 정책총괄팀	20070510
통화정책방향:  콜금리 목표 4.50%로 유지	한국은행 정책기획국 정책총괄팀	20070608
2011년 제9차 경제정책조정회의	기획재정부 정책조정국 정책조정총괄과	20110427
2014년 제32차 경제관계장관회의	기획재정부 정책조정국 정책조정총괄과	20140924
2011년 제8차 경제정책조정회의	기획재정부 정책조정국 정책조정총괄과	20110406
2005년 경제정책조정회의	재정경제부 정책조정국 정책조정총괄과	20050902
2014년 제31차 경제관계장관회의	기획재정부 정책조정국 정책조정총괄과	20140911
1999년 경제정책조정회의: 전력산업구조개편 추진 점검	재정경제부 경제정책국 정책조정과	19991111
2014년 제30차 경제관계장관회의	기획재정부 정책조정국 정책조정총괄과 	20140902
재정집행 활성화 방안	기획예산처 예산관리국 관리총괄과	20040309
새천년 신년사 재원대책	기획예산처 예산실 예산총괄과	20000106
2005년 경제정책조정회의	재정경제부 정책조정국 정책조정총괄과	20050916
&#39;98 예산 집행상황 점검결과 및 향후 추진계획	예산청 예산총괄국 예산총괄과	19981027
1999년 경제정책조정회의 정례회의: WTO 뉴라운드 논의 동향 등	재정경제부 경제정책국 정책조정과	19991029
1999년 경제정책조정회의 수시회의 : 사업구조조정 추진현황과 마무리대책	재정경제부 경제정책국 정책조정과 	19991117
2014년 제33차 경제관계장관회의	기획재정부 정책조정국 정책조정총괄과	20141008
2014년 제29차 경제관계장관회의	기획재정부 정책조정국 정책조정총괄과	20140827
2011년 제7차 경제정책조정회의	기획재정부 정책조정국 정책조정총괄과	20110323
2005년 경제정책조정회의	재정경제부 정책조정국 정책조정총괄과	20050930
1999년 경제정책 조정회의 수시회의: 공적자금의 효율적 회수를 위한 예금보험공사의 기능 확충	재정경제부 경제정책국 정책조정과	19991022
2011년 제6차 경제정책조정회의	기획재정부 정책조정국 정책조정총괄과	20110316
긴급 경제관계장관회의	기획재정부 정책조정국 정책조정총괄과 	20140808
1999년 경제정책조정회의: 의료보험 관련 최근 현안	재정경제부 경제정책국 정책조정과	19991020
2005년 경제정책조정회의	재정경제부 정책조정국 정책조정총괄과	20051007
통화정책방향:  콜금리 목표 4.50%에서 4.75%로 상향조정	한국은행 정책기획국 정책총괄팀	20070712
통화정책방향:  콜금리 목표 4.75%에서 5.00%로 상향조정	한국은행 정책기획국 정책총괄팀	20070809
통화정책방향:  콜금리 목표 5.00%로 유지	한국은행 정책기획국 정책총괄팀	20070907
통화정책방향:  콜금리 목표 5.00%로 유지	한국은행 정책기획국 정책총괄팀	20071011
통화정책방향:  콜금리 목표 5.00%로 유지	한국은행 정책기획국 정책총괄팀	20071108
통화정책방향:  콜금리 목표 5.00%로 유지	한국은행 정책기획국 정책총괄팀	20071207
2017년 제6차 경제관계장관회의	기획재정부 정책조정국 정책조정총괄과	20170928
2014년 제34차 경제관계장관회의	기획재정부 정책조정국 정책조정총괄과	20141015
일본 대지진 관련 긴급 경제정책조정회의	기획재정부 정책조정국 정책조정총괄과	20110313
2014년 제27차 경제관계장관회의 	기획재정부 정책조정국 정책조정총괄과	20140730
2005년 경제정책조정회의	재정경제부 정책조정국 정책조정총괄과	20051014
2017년 제8차 경제관계장관회의	기획재정부 정책조정국 정책조정총괄과	20171109
1998년 제11차 경제대책조정회의: 경기활성화 종합대책	재정경제부 경제정책국 종합정책과	19981020
2005년 경제정책조정회의	재정경제부 정책조정국 정책조정총괄과	20051021
경제정책조정 관계장관회의	기획재정부 정책조정국 정책조정총괄과	20110309
대통령 주재 경제관계장관회의: 새 경제팀의 경제정책방향	기획재정부 정책조정국 정책조정총괄과 	20140724
2014년  제35차 경제관계장관회의	기획재정부 정책조정국 정책조정총괄과	20141030
2005년 경제정책조정회의	재정경제부 정책조정국 정책조정총괄과	20051111
2014년 제25차 경제관계장관회의	기획재정부 정책조정국 정책조정총괄과	20140718
1998년 제10차 경제대책조정회의: 금융구조조정 추진 현황 및 계획 등	재정경제부 경제정책국 종합정책과	19980901
2017년  제4차 경제관계장관회의	기획재정부 정책조정국 정책조정총괄과	20170824
2011년 제4차 경제정책조정회의	기획재정부 정책조정국 정책조정총괄과	20110223
2014년 제24차 경제관계장관회의	기획재정부 정책조정국 정책조정총괄과	20140702
2017년 제3차 경제관계장관회의	기획재정부 정책조정국 정책조정총괄과	20170809
2014년 제36차 경제관계장관회의	기획재정부 정책조정국 정책조정총괄과	20141119
2014년 제23차 경제관계장관회의	기획재정부 정책조정국 정책조정총괄과	20140625
2005년 경제정책조정회의	재정경제부 정책조정국 정책조정총괄과	20051125
2011년 제3차 경제정책조정회의	기획재정부 정책조정국 정책조정총괄과	20110209
2014년 제37차 경제관계장관회의 	기획재정부 정책조정국 정책조정총괄과	20141204
2016년  하반기 추경예산 집행 계획	기획재정부 재정관리국 재정집행관리팀	20160727
전자증권제도 도입방안	금융위원회 자본시장국 자본시장과	20150521
2005년 경제정책조정회의	재정경제부 정책조정국 정책조정총괄과	20051202
보험사기 근절 방안	금융위원회 금융서비스국 보험과 	20140723
2014년 제22차 경제관계장관회의	기획재정부 정책조정국 정책조정총괄과	20140617
2014년 제21차 경제관계장관회의	기획재정부 정책조정국 정책조정총괄과	20140611
2011년 제2차 경제정책조정회의	기획재정부 정책조정국 정책조정총괄과	20110126
2014년 제20차 경제관계장관회의	기획재정부 정책조정국 정책조정총괄과	20140605
2011년 제1차 경제정책조정회의	기획재정부 정책조정국 정책조정총괄과	20110112
2005년 경제정책조정회의	재정경제부 정책조정국 정책조정총괄과	20051209
2014년 제38차 경제관계장관회의	기획재정부 정책조정국 정책조정총괄과	20141219
2004년 공기업  및 산하기관 경영혁신 추진방안	기획예산처 정부개혁국 재정개혁2과	20040311
1999년 경제정책조정회의: SOC 민간투자사업 활성화 방안	기획예산처	19991208
1999년 경제정책조정회의: 건설산업의 당면 애로에 대한 해소방안	건설교통부 건설경제국 건설경제과 	19991208
2014년 제19차 경제관계장관회의	기획재정부 정책조정국 정책조정총괄과 	20140528
2016년  재정 조기집행 계획	기획재정부 재정관리국 재정집행관리팀	20151223
보험 혁신 및 건전화 방안	금융위원회 금융서비스국 보험과 	20140715
2008년 경제정책조정회의	기획재정부 정책조정국 정책조정총괄과	20080620
2014년 제18차 경제관계장관회의 	기획재정부 정책조정국 정책조정총괄과	20140522
2014년 제17차 경제관계장관회의 	기획재정부 정책조정국 정책조정총괄과	20140514
2014년 제16차 경제관계장관회의 	기획재정부 정책조정국 정책조정총괄과	20140507
2014년 제15차 경제관계장관회의	기획재정부 정책조정국 정책조정총괄과	20140430
2014년 제14차 경제관계장관회의	기획재정부 정책조정국 정책조정총괄과	20140416
2014년 제13차 경제관계장관회의	기획재정부 정책조정국 정책조정총괄과	20140409
합리적 투자문화 정착을 위한 투자자 교육 강화 방안	금융위원회 중소서민금융정책관 금융소비자과	20140211
2014년 제40차 경제관계장관회의	기획재정부 정책조정국 정책조정총괄과	20141231
2008년 경제정책조정회의	기획재정부 정책조정국 정책조정총괄과	20080326
1999년 경제정책조정회의: 최근의 소득분배 상황과 개선 방안	재정경제부 경제정책국 종합정책과 	19991208
2015년 제 1차 경제관계장관회의	기확재정부 정책조정국 정책조정총괄과	20150107
2007년 경제정책조정회의	재정경제부 경제협력국 정책조정총괄과	20071210
2015년 제2차 경제관계장관회의	기획재정부 정책조정국 정책조정총괄과	20150121
2017년 제5차 경제관계장관회의	기획재정부 정책조정국 정책조정총괄과	20170901
2015년 제3차 경제관계장관회의 	기획재정부 정책조정국 정책조정총괄과	20150225
확대 경제관계장관회의	기획조정부 정책조정국 정책조정총괄과	20171102
2015년 제4차 경제관계장관회의	기획재정부 정책조정국 정책조정총괄과	20150312
2015년 제5차 경제관계장관회의	기획재정부 정책조정국 정책조정총괄과	20150320
2015년 재정 조기집행 계획	기획재정부 재정관리국 재정집행관리팀	20150122
2007년 경제정책조정회의	재정경제부 정책조정국 정책조정총괄과	20071130
2014년 제12차 경제관계장관회의	기획재정부 정책조정국 정책조정총괄과	20140327
2014년 제11차 경제관계장관회의	기획재정부 정책조정국 정책조정총괄과	20140319
2014년 제10차 경제관계장관회의	기획재정부 정책조정국 정책조정총괄과	20140305
2014년 제9차 경제관계장관회의	기획재정부 정책조정국 정책조정총괄과	20140226
2015년 제6차 경제관계장관회의	기획재정부 정책조정국 정책조정총괄과	20150330
1998년 제8차 경제대책조정회의: 4대 경제구조 개혁	재정경제부 경제정책국 종합정책과	19980715
2017년  제1차 경제관계장관회의	기획재정부 정책조정국 정책조정총괄과	20170716
2017년 제7차 경제관계장관회의	기획재정부 정책조정국 정책조정총괄과	20170419
위안화 금융 중심지로의 도약을 위한 위안화 거래 활성화 방안	한국은행 국제국 국제금융선진화팀	20141031
2015년 제7차 경제관계장관회의	기획재정부 정책조정국 정책조정총괄과	20150408
2015년 제8차 경제관계장관회의	기획재정부 정잭조정국 정책조정총괄과	20150422
2017년 제6차 경제관계장관회의	기획재정부 정책조정국 정책조정총괄과	20170405
2017년 제4차 경제관계장관회의	기획재정부 정책조정국 정책조정총괄과	20170308
1996년 경제장관회의: 향후 경제 운영방안	재정경제원 경제정책국 종합정책과	19960408
2007년 경제정책조정회의	재정경제부 정책조정국 정책조정총괄과	20071018
제11차 무역투자진흥회의 : 관광, 지역경제, 고령유망산업 분야 중심	기획재정부 정책조정국 정책조정총괄과	20170227
2015년 제9차 경제관계장관회의	기획재정부 정책조정국 정책조정총괄과	20150507
2015년 제10차 경제관계장관회의	기획재정부 정책조정국 정책조정총괄과	20150520
신·변종 전기통신금융사기 피해방지 종합대책	금융위원회 금융서비스국 전자금융과	20131203
2015년 하반기 재정집행 계획	기획재정부 재정관리국 재정집행관리팀	20150729
2015년 제11차 경제관계장관회의: 메르스 관련 경제동향과 대응방안	기획재정부 정책조정국 정책조정총괄과	20150610
확대 경제관계장관회의 	기획재정부 정책조정국 정책조정총괄과	20171211
금융교육 활성화 방안	금융위원회 중소서민금융정책관 금융소비자과	20130903
2015년 제12차 경제관계장관회의	기획재정부 정책조정국 정책조정총괄과	20150617
2007년 경제정책조정회의	재정경제부 경제정책국 정책조정총괄과	20070316
2015년 제13차 경제관계장관회의 	기획재정부 정책조정국 정책조정총괄과	20150702
2017년 제3차 경제관계장관회의	기획재정부 정책조정국 정책조정총괄과	20170216
