11.466494	-3.3282402	-2.4219668
10.953073	-3.6961353	-2.578176
14.44114	-0.7339949	-0.7486571
14.503876	-0.35316262	-1.061178
14.3895645	0.38936538	-1.1305666
13.236056	1.7297823	-4.067681
12.9971075	1.7091593	-3.9866173
13.244542	1.7295309	-4.0658774
11.281406	-3.408347	-2.3089132
9.083366	-2.1437142	-1.6985929
10.119635	-1.1123015	-0.40073565
9.354337	-0.8860904	2.3599358
12.225741	-2.4856846	1.6143256
12.312218	-2.4563553	1.5645056
11.981789	-2.7916894	1.8087715
11.952326	-2.8128207	1.778276
12.327066	-2.3078525	1.4600171
11.963591	-2.812465	1.798854
11.994031	-2.7800574	1.8533722
12.247674	-2.26487	1.4907733
12.285806	-2.3593874	1.5136164
12.298848	-2.3409004	1.4954549
11.973811	-2.7928615	1.8431857
11.999376	-2.7807453	1.8541378
11.945746	-2.8013163	1.7764896
10.115832	-1.1084093	-0.40295538
9.861406	-2.1928964	-0.7829739
9.8567505	-2.1853726	-0.70043164
9.128361	-0.8294543	2.301999
13.740089	1.2299052	-2.865963
13.751152	1.2245092	-2.8976467
13.513032	1.326658	-2.846894
13.743552	1.2089297	-2.8874288
8.163082	0.35113224	2.0361753
8.150891	0.4896946	2.0612812
7.851313	0.17946526	1.9157544
7.6191125	-0.12729117	1.8707455
7.863032	0.13426356	1.812387
7.846362	0.26314223	1.9569118
13.726327	1.2304662	-2.8720088
13.782465	1.2111799	-2.8626933
8.743543	-0.754353	1.8137214
8.708833	-0.7879771	1.8466375
11.161741	-3.1335564	-1.0279212
10.80655	-1.6849992	-0.3258394
10.650379	-2.0972233	-0.26303107
10.242696	-2.1548116	-0.090829276
10.706764	-2.1726992	-0.14684577
10.624578	-2.2620847	-0.045421388
11.00073	-2.1647968	-0.3514984
10.523902	-2.1622632	-0.14224626
10.549358	-2.1652675	-0.17672251
10.548103	-1.9378664	-0.2153443
10.780838	-2.1039364	-0.2206713
10.556362	-2.222542	-0.02397472
10.59437	-2.193869	-0.21165638
10.030616	-2.4131577	0.22131741
10.679675	-2.1351295	-0.20241958
11.009967	-2.1625154	-0.36122197
11.051894	-4.0736933	0.9850146
10.693192	-2.1600683	-0.1738829
11.982628	-3.0168145	0.29103333
11.819789	-2.7567275	0.12878114
12.355597	-3.3490088	0.1489431
11.502844	-3.522748	-0.44475898
12.057943	-3.0242918	0.23885925
11.563377	-3.5404768	-0.3648076
12.002951	-2.9828722	0.36014828
11.991042	-2.9828782	0.38129145
12.336313	-3.387757	0.13507903
11.61134	-3.47642	-0.28610393
12.090812	-2.895466	0.35591012
12.052797	-3.0510259	0.26275027
12.186367	-3.106478	0.10546411
11.025195	-2.1696787	-0.35303196
10.097116	-2.4320467	0.1694849
10.561836	-1.893542	-0.2256146
10.569731	-2.1677766	-0.16933529
11.117429	-4.01233	0.98524076
6.537501	-4.40491	0.09668364
9.429958	-0.8165942	2.3976214
9.35701	-2.5879006	2.253812
8.696816	0.41873547	-1.8158029
8.757324	0.431426	-1.8689982
9.404449	0.979396	-1.2964468
9.461902	0.9334659	-1.0925418
8.953948	0.90080863	-2.2360265
8.74443	0.4618607	-1.8452479
7.2865267	-0.20573892	2.0237718
6.5248537	-4.2313786	0.093468025
6.5506716	-4.4230504	0.13737772
6.5155115	-4.439712	0.2024591
6.574035	-4.436638	0.111515865
